"","species","taxon1","taxon2","taxon3","taxon4","taxon5","taxon6","taxon7"
"4088","0","0",NA,NA,NA,NA,NA,NA
"4089","0","0",NA,NA,NA,NA,NA,NA
"4090","0","0",NA,NA,NA,NA,NA,NA
"4091","0","0",NA,NA,NA,NA,NA,NA
"4092","0","0",NA,NA,NA,NA,NA,NA
"4093","0","0",NA,NA,NA,NA,NA,NA
"4094","0","0",NA,NA,NA,NA,NA,NA
"4095","0","0",NA,NA,NA,NA,NA,NA
"4096","0","0",NA,NA,NA,NA,NA,NA
"4097","0","0",NA,NA,NA,NA,NA,NA
"4098","0","0",NA,NA,NA,NA,NA,NA
"4099","0","0",NA,NA,NA,NA,NA,NA
"4100","0","0",NA,NA,NA,NA,NA,NA
"4101","0","0",NA,NA,NA,NA,NA,NA
"4102","0","0",NA,NA,NA,NA,NA,NA
"4103","0","0",NA,NA,NA,NA,NA,NA
"4104","0","0",NA,NA,NA,NA,NA,NA
"4105","0","0",NA,NA,NA,NA,NA,NA
"4106","0","0",NA,NA,NA,NA,NA,NA
"4107","0","0",NA,NA,NA,NA,NA,NA
"4108","0","0",NA,NA,NA,NA,NA,NA
"4109","0","0",NA,NA,NA,NA,NA,NA
"4110","0","0",NA,NA,NA,NA,NA,NA
"4111","0","0",NA,NA,NA,NA,NA,NA
"4112","0","0",NA,NA,NA,NA,NA,NA
"4113","0","0",NA,NA,NA,NA,NA,NA
"4114","0","0",NA,NA,NA,NA,NA,NA
"4115","0","0",NA,NA,NA,NA,NA,NA
"4116","0","0",NA,NA,NA,NA,NA,NA
"4117","0","0",NA,NA,NA,NA,NA,NA
"4118","0","0",NA,NA,NA,NA,NA,NA
"4119","0","0",NA,NA,NA,NA,NA,NA
"4120","0","0",NA,NA,NA,NA,NA,NA
"4121","0","0",NA,NA,NA,NA,NA,NA
"4122","0","0",NA,NA,NA,NA,NA,NA
"4123","0","0",NA,NA,NA,NA,NA,NA
"4124","0","0",NA,NA,NA,NA,NA,NA
"4125","0","0",NA,NA,NA,NA,NA,NA
"4126","0","0",NA,NA,NA,NA,NA,NA
"4127","0","0",NA,NA,NA,NA,NA,NA
"4128","0","0",NA,NA,NA,NA,NA,NA
"4129","0","0",NA,NA,NA,NA,NA,NA
"4130","0","0",NA,NA,NA,NA,NA,NA
"4131","0","0",NA,NA,NA,NA,NA,NA
"4132","0","0",NA,NA,NA,NA,NA,NA
"4133","0","0",NA,NA,NA,NA,NA,NA
"4134","0","0",NA,NA,NA,NA,NA,NA
"4135","0","0",NA,NA,NA,NA,NA,NA
"4136","0","0",NA,NA,NA,NA,NA,NA
"4137","0","0",NA,NA,NA,NA,NA,NA
"4138","0","0",NA,NA,NA,NA,NA,NA
"4139","0","0",NA,NA,NA,NA,NA,NA
"4140","0","0",NA,NA,NA,NA,NA,NA
"4141","0","0",NA,NA,NA,NA,NA,NA
"4142","0","0",NA,NA,NA,NA,NA,NA
"4143","0","0",NA,NA,NA,NA,NA,NA
"4144","0","0",NA,NA,NA,NA,NA,NA
"4145","0","0",NA,NA,NA,NA,NA,NA
"4146","0","0",NA,NA,NA,NA,NA,NA
"4147","0","0",NA,NA,NA,NA,NA,NA
"4148","0","0",NA,NA,NA,NA,NA,NA
"4149","0","0",NA,NA,NA,NA,NA,NA
"4150","0","0",NA,NA,NA,NA,NA,NA
"4151","0","0",NA,NA,NA,NA,NA,NA
"4152","0","0",NA,NA,NA,NA,NA,NA
"4153","0","0",NA,NA,NA,NA,NA,NA
"4154","0","0",NA,NA,NA,NA,NA,NA
"4155","0","0",NA,NA,NA,NA,NA,NA
"4156","0","0",NA,NA,NA,NA,NA,NA
"4157","0","0",NA,NA,NA,NA,NA,NA
"4158","0","0",NA,NA,NA,NA,NA,NA
"4159","0","0",NA,NA,NA,NA,NA,NA
"4160","0","0",NA,NA,NA,NA,NA,NA
"4161","0","0",NA,NA,NA,NA,NA,NA
"4162","0","0",NA,NA,NA,NA,NA,NA
"4163","0","0",NA,NA,NA,NA,NA,NA
"4164","0","0",NA,NA,NA,NA,NA,NA
"4165","0","0",NA,NA,NA,NA,NA,NA
"4166","0","0",NA,NA,NA,NA,NA,NA
"4167","0","0",NA,NA,NA,NA,NA,NA
"4168","0","0",NA,NA,NA,NA,NA,NA
"4169","0","0",NA,NA,NA,NA,NA,NA
"4170","0","0",NA,NA,NA,NA,NA,NA
"4171","0","0",NA,NA,NA,NA,NA,NA
"4172","0","0",NA,NA,NA,NA,NA,NA
"4173","0","0",NA,NA,NA,NA,NA,NA
"4174","0","0",NA,NA,NA,NA,NA,NA
"4175","0","0",NA,NA,NA,NA,NA,NA
"4176","0","0",NA,NA,NA,NA,NA,NA
"4177","0","0",NA,NA,NA,NA,NA,NA
"4178","0","0",NA,NA,NA,NA,NA,NA
"4179","0","0",NA,NA,NA,NA,NA,NA
"4180","0","0",NA,NA,NA,NA,NA,NA
"4181","0","0",NA,NA,NA,NA,NA,NA
"4182","0","0",NA,NA,NA,NA,NA,NA
"4183","0","0",NA,NA,NA,NA,NA,NA
"4184","0","0",NA,NA,NA,NA,NA,NA
"4185","0","0",NA,NA,NA,NA,NA,NA
"4186","0","0",NA,NA,NA,NA,NA,NA
"4187","0","0",NA,NA,NA,NA,NA,NA
"4188","0","0",NA,NA,NA,NA,NA,NA
"4189","0","0",NA,NA,NA,NA,NA,NA
"4190","0","0",NA,NA,NA,NA,NA,NA
"4191","0","0",NA,NA,NA,NA,NA,NA
"4192","0","0",NA,NA,NA,NA,NA,NA
"4193","0","0",NA,NA,NA,NA,NA,NA
"4194","0","0",NA,NA,NA,NA,NA,NA
"4195","0","0",NA,NA,NA,NA,NA,NA
"4196","0","0",NA,NA,NA,NA,NA,NA
"4197","0","0",NA,NA,NA,NA,NA,NA
"4198","0","0",NA,NA,NA,NA,NA,NA
"4199","0","0",NA,NA,NA,NA,NA,NA
"4200","0","0",NA,NA,NA,NA,NA,NA
"4201","0","0",NA,NA,NA,NA,NA,NA
"4202","0","0",NA,NA,NA,NA,NA,NA
"4203","0","0",NA,NA,NA,NA,NA,NA
"4204","0","0",NA,NA,NA,NA,NA,NA
"4205","0","0",NA,NA,NA,NA,NA,NA
"4206","0","0",NA,NA,NA,NA,NA,NA
"4207","0","0",NA,NA,NA,NA,NA,NA
"4208","0","0",NA,NA,NA,NA,NA,NA
"4209","0","0",NA,NA,NA,NA,NA,NA
"4210","0","0",NA,NA,NA,NA,NA,NA
"4211","0","0",NA,NA,NA,NA,NA,NA
"4212","0","0",NA,NA,NA,NA,NA,NA
"4213","0","0",NA,NA,NA,NA,NA,NA
"4214","0","0",NA,NA,NA,NA,NA,NA
"4215","0","0",NA,NA,NA,NA,NA,NA
"4216","0","0",NA,NA,NA,NA,NA,NA
"4217","0","0",NA,NA,NA,NA,NA,NA
"4218","0","0",NA,NA,NA,NA,NA,NA
"4219","0","0",NA,NA,NA,NA,NA,NA
"4220","0","0",NA,NA,NA,NA,NA,NA
"4221","0","0",NA,NA,NA,NA,NA,NA
"4222","0","0",NA,NA,NA,NA,NA,NA
"4223","0","0",NA,NA,NA,NA,NA,NA
"4224","0","0",NA,NA,NA,NA,NA,NA
"4225","0","0",NA,NA,NA,NA,NA,NA
"4226","0","0",NA,NA,NA,NA,NA,NA
"4227","0","0",NA,NA,NA,NA,NA,NA
"4228","0","0",NA,NA,NA,NA,NA,NA
"4229","0","0",NA,NA,NA,NA,NA,NA
"4230","0","0",NA,NA,NA,NA,NA,NA
"4231","0","0",NA,NA,NA,NA,NA,NA
"4232","0","0",NA,NA,NA,NA,NA,NA
"4233","0","0",NA,NA,NA,NA,NA,NA
"4234","0","0",NA,NA,NA,NA,NA,NA
"4235","0","0",NA,NA,NA,NA,NA,NA
"4236","0","0",NA,NA,NA,NA,NA,NA
"4237","0","0",NA,NA,NA,NA,NA,NA
"4238","0","0",NA,NA,NA,NA,NA,NA
"4239","0","0",NA,NA,NA,NA,NA,NA
"4240","0","0",NA,NA,NA,NA,NA,NA
"4241","0","0",NA,NA,NA,NA,NA,NA
"4242","0","0",NA,NA,NA,NA,NA,NA
"4243","0","0",NA,NA,NA,NA,NA,NA
"4244","0","0",NA,NA,NA,NA,NA,NA
"4245","0","0",NA,NA,NA,NA,NA,NA
"4246","0","0",NA,NA,NA,NA,NA,NA
"4247","0","0",NA,NA,NA,NA,NA,NA
"4248","0","0",NA,NA,NA,NA,NA,NA
"4249","0","0",NA,NA,NA,NA,NA,NA
"4250","0","0",NA,NA,NA,NA,NA,NA
"4251","0","0",NA,NA,NA,NA,NA,NA
"4252","0","0",NA,NA,NA,NA,NA,NA
"4253","0","0",NA,NA,NA,NA,NA,NA
"4254","0","0",NA,NA,NA,NA,NA,NA
"4255","0","0",NA,NA,NA,NA,NA,NA
"4256","0","0",NA,NA,NA,NA,NA,NA
"4257","0","0",NA,NA,NA,NA,NA,NA
"4258","0","0",NA,NA,NA,NA,NA,NA
"4259","0","0",NA,NA,NA,NA,NA,NA
"4260","0","0",NA,NA,NA,NA,NA,NA
"4261","0","0",NA,NA,NA,NA,NA,NA
"4262","0","0",NA,NA,NA,NA,NA,NA
"4263","0","0",NA,NA,NA,NA,NA,NA
"4264","0","0",NA,NA,NA,NA,NA,NA
"4265","0","0",NA,NA,NA,NA,NA,NA
"4266","0","0",NA,NA,NA,NA,NA,NA
"4267","0","0",NA,NA,NA,NA,NA,NA
"4268","0","0",NA,NA,NA,NA,NA,NA
"4269","0","0",NA,NA,NA,NA,NA,NA
"4270","0","0",NA,NA,NA,NA,NA,NA
"4271","0","0",NA,NA,NA,NA,NA,NA
"4272","0","0",NA,NA,NA,NA,NA,NA
"4273","0","0",NA,NA,NA,NA,NA,NA
"4274","0","0",NA,NA,NA,NA,NA,NA
"4275","0","0",NA,NA,NA,NA,NA,NA
"4276","0","0",NA,NA,NA,NA,NA,NA
"4277","0","0",NA,NA,NA,NA,NA,NA
"4278","0","0",NA,NA,NA,NA,NA,NA
"4279","0","0",NA,NA,NA,NA,NA,NA
"4280","0","0",NA,NA,NA,NA,NA,NA
"4281","0","0",NA,NA,NA,NA,NA,NA
"4282","0","0",NA,NA,NA,NA,NA,NA
"4283","0","0",NA,NA,NA,NA,NA,NA
"4284","0","0",NA,NA,NA,NA,NA,NA
"4285","0","0",NA,NA,NA,NA,NA,NA
"4286","0","0",NA,NA,NA,NA,NA,NA
"4287","0","0",NA,NA,NA,NA,NA,NA
"4288","0","0",NA,NA,NA,NA,NA,NA
"4289","0","0",NA,NA,NA,NA,NA,NA
"4290","0","0",NA,NA,NA,NA,NA,NA
"4291","0","0",NA,NA,NA,NA,NA,NA
"4292","0","0",NA,NA,NA,NA,NA,NA
"4293","0","0",NA,NA,NA,NA,NA,NA
"4294","0","0",NA,NA,NA,NA,NA,NA
"4295","0","0",NA,NA,NA,NA,NA,NA
"4296","0","0",NA,NA,NA,NA,NA,NA
"4297","0","0",NA,NA,NA,NA,NA,NA
"4298","0","0",NA,NA,NA,NA,NA,NA
"4299","0","0",NA,NA,NA,NA,NA,NA
"4300","0","0",NA,NA,NA,NA,NA,NA
"4301","0","0",NA,NA,NA,NA,NA,NA
"4302","0","0",NA,NA,NA,NA,NA,NA
"4303","0","0",NA,NA,NA,NA,NA,NA
"4304","0","0",NA,NA,NA,NA,NA,NA
"4305","0","0",NA,NA,NA,NA,NA,NA
"4306","0","0",NA,NA,NA,NA,NA,NA
"4307","0","0",NA,NA,NA,NA,NA,NA
"4308","0","0",NA,NA,NA,NA,NA,NA
"4309","0","0",NA,NA,NA,NA,NA,NA
"4310","0","0",NA,NA,NA,NA,NA,NA
"4311","0","0",NA,NA,NA,NA,NA,NA
"4312","0","0",NA,NA,NA,NA,NA,NA
"4313","0","0",NA,NA,NA,NA,NA,NA
"4314","0","0",NA,NA,NA,NA,NA,NA
"4315","0","0",NA,NA,NA,NA,NA,NA
"4316","0","0",NA,NA,NA,NA,NA,NA
"4317","0","0",NA,NA,NA,NA,NA,NA
"4318","0","0",NA,NA,NA,NA,NA,NA
"4319","0","0",NA,NA,NA,NA,NA,NA
"4320","0","0",NA,NA,NA,NA,NA,NA
"4321","0","0",NA,NA,NA,NA,NA,NA
"4322","0","0",NA,NA,NA,NA,NA,NA
"4323","0","0",NA,NA,NA,NA,NA,NA
"4324","0","0",NA,NA,NA,NA,NA,NA
"4325","0","0",NA,NA,NA,NA,NA,NA
"4326","0","0",NA,NA,NA,NA,NA,NA
"4327","0","0",NA,NA,NA,NA,NA,NA
"4328","0","0",NA,NA,NA,NA,NA,NA
"4329","0","0",NA,NA,NA,NA,NA,NA
"4330","0","0",NA,NA,NA,NA,NA,NA
"4331","0","0",NA,NA,NA,NA,NA,NA
"4332","0","0",NA,NA,NA,NA,NA,NA
"4333","0","0",NA,NA,NA,NA,NA,NA
"4334","0","0",NA,NA,NA,NA,NA,NA
"4335","0","0",NA,NA,NA,NA,NA,NA
"4336","0","0",NA,NA,NA,NA,NA,NA
"4337","0","0",NA,NA,NA,NA,NA,NA
"4338","0","0",NA,NA,NA,NA,NA,NA
"4339","0","0",NA,NA,NA,NA,NA,NA
"4340","0","0",NA,NA,NA,NA,NA,NA
"4341","0","0",NA,NA,NA,NA,NA,NA
"4342","0","0",NA,NA,NA,NA,NA,NA
"4343","0","0",NA,NA,NA,NA,NA,NA
"4344","0","0",NA,NA,NA,NA,NA,NA
"4345","0","0",NA,NA,NA,NA,NA,NA
"4346","0","0",NA,NA,NA,NA,NA,NA
"4347","0","0",NA,NA,NA,NA,NA,NA
"4348","0","0",NA,NA,NA,NA,NA,NA
"4349","0","0",NA,NA,NA,NA,NA,NA
"4350","0","0",NA,NA,NA,NA,NA,NA
"4351","0","0",NA,NA,NA,NA,NA,NA
"4352","0","0",NA,NA,NA,NA,NA,NA
"4353","0","0",NA,NA,NA,NA,NA,NA
"4354","0","0",NA,NA,NA,NA,NA,NA
"4355","0","0",NA,NA,NA,NA,NA,NA
"4356","0","0",NA,NA,NA,NA,NA,NA
"4357","0","0",NA,NA,NA,NA,NA,NA
"4358","0","0",NA,NA,NA,NA,NA,NA
"4359","0","0",NA,NA,NA,NA,NA,NA
"4360","0","0",NA,NA,NA,NA,NA,NA
"4361","0","0",NA,NA,NA,NA,NA,NA
"4362","0","0",NA,NA,NA,NA,NA,NA
"4363","0","0",NA,NA,NA,NA,NA,NA
"4364","0","0",NA,NA,NA,NA,NA,NA
"4365","0","0",NA,NA,NA,NA,NA,NA
"4366","0","0",NA,NA,NA,NA,NA,NA
"4367","0","0",NA,NA,NA,NA,NA,NA
"4368","0","0",NA,NA,NA,NA,NA,NA
"4369","0","0",NA,NA,NA,NA,NA,NA
"4370","0","0",NA,NA,NA,NA,NA,NA
"4371","0","0",NA,NA,NA,NA,NA,NA
"4372","0","0",NA,NA,NA,NA,NA,NA
"4373","0","0",NA,NA,NA,NA,NA,NA
"4374","0","0",NA,NA,NA,NA,NA,NA
"4375","0","0",NA,NA,NA,NA,NA,NA
"4376","0","0",NA,NA,NA,NA,NA,NA
"4377","0","0",NA,NA,NA,NA,NA,NA
"4378","0","0",NA,NA,NA,NA,NA,NA
"4379","0","0",NA,NA,NA,NA,NA,NA
"4380","0","0",NA,NA,NA,NA,NA,NA
"4381","0","0",NA,NA,NA,NA,NA,NA
"4382","0","0",NA,NA,NA,NA,NA,NA
"4383","0","0",NA,NA,NA,NA,NA,NA
"4384","0","0",NA,NA,NA,NA,NA,NA
"4385","0","0",NA,NA,NA,NA,NA,NA
"4386","0","0",NA,NA,NA,NA,NA,NA
"4387","0","0",NA,NA,NA,NA,NA,NA
"4388","0","0",NA,NA,NA,NA,NA,NA
"4389","0","0",NA,NA,NA,NA,NA,NA
"4390","0","0",NA,NA,NA,NA,NA,NA
"4391","0","0",NA,NA,NA,NA,NA,NA
"4392","0","0",NA,NA,NA,NA,NA,NA
"4393","0","0",NA,NA,NA,NA,NA,NA
"4394","0","0",NA,NA,NA,NA,NA,NA
"4395","0","0",NA,NA,NA,NA,NA,NA
"4396","0","0",NA,NA,NA,NA,NA,NA
"4397","0","0",NA,NA,NA,NA,NA,NA
"4398","0","0",NA,NA,NA,NA,NA,NA
"4399","0","0",NA,NA,NA,NA,NA,NA
"4400","0","0",NA,NA,NA,NA,NA,NA
"4401","0","0",NA,NA,NA,NA,NA,NA
"4402","0","0",NA,NA,NA,NA,NA,NA
"4403","0","0",NA,NA,NA,NA,NA,NA
"4404","0","0",NA,NA,NA,NA,NA,NA
"4405","0","0",NA,NA,NA,NA,NA,NA
"4406","0","0",NA,NA,NA,NA,NA,NA
"4407","0","0",NA,NA,NA,NA,NA,NA
"4408","0","0",NA,NA,NA,NA,NA,NA
"4409","0","0",NA,NA,NA,NA,NA,NA
"4410","0","0",NA,NA,NA,NA,NA,NA
"4411","0","0",NA,NA,NA,NA,NA,NA
"4412","0","0",NA,NA,NA,NA,NA,NA
"4413","0","0",NA,NA,NA,NA,NA,NA
"4414","0","0",NA,NA,NA,NA,NA,NA
"4415","0","0",NA,NA,NA,NA,NA,NA
"4416","0","0",NA,NA,NA,NA,NA,NA
"4417","0","0",NA,NA,NA,NA,NA,NA
"4418","0","0",NA,NA,NA,NA,NA,NA
"4419","0","0",NA,NA,NA,NA,NA,NA
"4420","0","0",NA,NA,NA,NA,NA,NA
"4421","0","0",NA,NA,NA,NA,NA,NA
"4422","0","0",NA,NA,NA,NA,NA,NA
"4423","0","0",NA,NA,NA,NA,NA,NA
"4424","0","0",NA,NA,NA,NA,NA,NA
"4425","0","0",NA,NA,NA,NA,NA,NA
"4426","0","0",NA,NA,NA,NA,NA,NA
"4427","0","0",NA,NA,NA,NA,NA,NA
"4428","0","0",NA,NA,NA,NA,NA,NA
"4429","0","0",NA,NA,NA,NA,NA,NA
"4430","0","0",NA,NA,NA,NA,NA,NA
"4431","0","0",NA,NA,NA,NA,NA,NA
"4432","0","0",NA,NA,NA,NA,NA,NA
"4433","0","0",NA,NA,NA,NA,NA,NA
"4434","0","0",NA,NA,NA,NA,NA,NA
"4435","0","0",NA,NA,NA,NA,NA,NA
"4436","0","0",NA,NA,NA,NA,NA,NA
"4437","0","0",NA,NA,NA,NA,NA,NA
"4438","0","0",NA,NA,NA,NA,NA,NA
"4439","0","0",NA,NA,NA,NA,NA,NA
"4440","0","0",NA,NA,NA,NA,NA,NA
"4441","0","0",NA,NA,NA,NA,NA,NA
"4442","0","0",NA,NA,NA,NA,NA,NA
"4443","0","0",NA,NA,NA,NA,NA,NA
"4444","0","0",NA,NA,NA,NA,NA,NA
"4445","0","0",NA,NA,NA,NA,NA,NA
"4446","0","0",NA,NA,NA,NA,NA,NA
"4447","0","0",NA,NA,NA,NA,NA,NA
"4448","0","0",NA,NA,NA,NA,NA,NA
"4449","0","0",NA,NA,NA,NA,NA,NA
"4450","0","0",NA,NA,NA,NA,NA,NA
"4451","0","0",NA,NA,NA,NA,NA,NA
"4452","0","0",NA,NA,NA,NA,NA,NA
"4453","0","0",NA,NA,NA,NA,NA,NA
"4454","0","0",NA,NA,NA,NA,NA,NA
"4455","0","0",NA,NA,NA,NA,NA,NA
"4456","0","0",NA,NA,NA,NA,NA,NA
"4457","0","0",NA,NA,NA,NA,NA,NA
"4458","0","0",NA,NA,NA,NA,NA,NA
"4459","0","0",NA,NA,NA,NA,NA,NA
"4460","0","0",NA,NA,NA,NA,NA,NA
"4461","0","0",NA,NA,NA,NA,NA,NA
"4462","0","0",NA,NA,NA,NA,NA,NA
"4463","0","0",NA,NA,NA,NA,NA,NA
"4464","0","0",NA,NA,NA,NA,NA,NA
"4465","0","0",NA,NA,NA,NA,NA,NA
"4466","0","0",NA,NA,NA,NA,NA,NA
"4467","0","0",NA,NA,NA,NA,NA,NA
"4468","0","0",NA,NA,NA,NA,NA,NA
"4469","0","0",NA,NA,NA,NA,NA,NA
"4470","0","0",NA,NA,NA,NA,NA,NA
"4471","0","0",NA,NA,NA,NA,NA,NA
"4472","0","0",NA,NA,NA,NA,NA,NA
"4473","0","0",NA,NA,NA,NA,NA,NA
"4474","0","0",NA,NA,NA,NA,NA,NA
"4475","0","0",NA,NA,NA,NA,NA,NA
"4476","0","0",NA,NA,NA,NA,NA,NA
"4477","0","0",NA,NA,NA,NA,NA,NA
"4478","0","0",NA,NA,NA,NA,NA,NA
"4479","0","0",NA,NA,NA,NA,NA,NA
"4480","0","0",NA,NA,NA,NA,NA,NA
"4481","0","0",NA,NA,NA,NA,NA,NA
"4482","0","0",NA,NA,NA,NA,NA,NA
"4483","0","0",NA,NA,NA,NA,NA,NA
"4484","0","0",NA,NA,NA,NA,NA,NA
"4485","0","0",NA,NA,NA,NA,NA,NA
"4486","0","0",NA,NA,NA,NA,NA,NA
"4487","0","0",NA,NA,NA,NA,NA,NA
"4488","0","0",NA,NA,NA,NA,NA,NA
"4489","0","0",NA,NA,NA,NA,NA,NA
"4490","0","0",NA,NA,NA,NA,NA,NA
"4491","0","0",NA,NA,NA,NA,NA,NA
"4492","0","0",NA,NA,NA,NA,NA,NA
"4493","0","0",NA,NA,NA,NA,NA,NA
"4494","0","0",NA,NA,NA,NA,NA,NA
"4495","0","0",NA,NA,NA,NA,NA,NA
"4496","0","0",NA,NA,NA,NA,NA,NA
"4497","0","0",NA,NA,NA,NA,NA,NA
"4498","0","0",NA,NA,NA,NA,NA,NA
"4499","0","0",NA,NA,NA,NA,NA,NA
"4500","0","0",NA,NA,NA,NA,NA,NA
"4501","0","0",NA,NA,NA,NA,NA,NA
"4502","0","0",NA,NA,NA,NA,NA,NA
"4503","0","0",NA,NA,NA,NA,NA,NA
"4504","0","0",NA,NA,NA,NA,NA,NA
"4505","0","0",NA,NA,NA,NA,NA,NA
"4506","0","0",NA,NA,NA,NA,NA,NA
"4507","0","0",NA,NA,NA,NA,NA,NA
"4508","0","0",NA,NA,NA,NA,NA,NA
"4509","0","0",NA,NA,NA,NA,NA,NA
"4510","0","0",NA,NA,NA,NA,NA,NA
"4511","0","0",NA,NA,NA,NA,NA,NA
"4512","0","0",NA,NA,NA,NA,NA,NA
"4513","0","0",NA,NA,NA,NA,NA,NA
"4514","0","0",NA,NA,NA,NA,NA,NA
"4515","0","0",NA,NA,NA,NA,NA,NA
"4516","0","0",NA,NA,NA,NA,NA,NA
"4517","0","0",NA,NA,NA,NA,NA,NA
"4518","0","0",NA,NA,NA,NA,NA,NA
"4519","0","0",NA,NA,NA,NA,NA,NA
"4520","0","0",NA,NA,NA,NA,NA,NA
"4521","0","0",NA,NA,NA,NA,NA,NA
"4522","0","0",NA,NA,NA,NA,NA,NA
"4523","0","0",NA,NA,NA,NA,NA,NA
"4524","0","0",NA,NA,NA,NA,NA,NA
"4525","0","0",NA,NA,NA,NA,NA,NA
"4526","0","0",NA,NA,NA,NA,NA,NA
"4527","0","0",NA,NA,NA,NA,NA,NA
"4528","0","0",NA,NA,NA,NA,NA,NA
"4529","0","0",NA,NA,NA,NA,NA,NA
"4530","0","0",NA,NA,NA,NA,NA,NA
"4531","0","0",NA,NA,NA,NA,NA,NA
"4532","0","0",NA,NA,NA,NA,NA,NA
"4533","0","0",NA,NA,NA,NA,NA,NA
"4534","0","0",NA,NA,NA,NA,NA,NA
"4535","0","0",NA,NA,NA,NA,NA,NA
"4536","0","0",NA,NA,NA,NA,NA,NA
"4537","0","0",NA,NA,NA,NA,NA,NA
"4538","0","0",NA,NA,NA,NA,NA,NA
"4539","0","0",NA,NA,NA,NA,NA,NA
"4540","0","0",NA,NA,NA,NA,NA,NA
"4541","0","0",NA,NA,NA,NA,NA,NA
"4542","0","0",NA,NA,NA,NA,NA,NA
"4543","0","0",NA,NA,NA,NA,NA,NA
"4544","0","0",NA,NA,NA,NA,NA,NA
"4545","0","0",NA,NA,NA,NA,NA,NA
"4546","0","0",NA,NA,NA,NA,NA,NA
"4547","0","0",NA,NA,NA,NA,NA,NA
"4548","0","0",NA,NA,NA,NA,NA,NA
"4549","0","0",NA,NA,NA,NA,NA,NA
"4550","0","0",NA,NA,NA,NA,NA,NA
"4551","0","0",NA,NA,NA,NA,NA,NA
"4552","0","0",NA,NA,NA,NA,NA,NA
"4553","0","0",NA,NA,NA,NA,NA,NA
"4554","0","0",NA,NA,NA,NA,NA,NA
"4555","0","0",NA,NA,NA,NA,NA,NA
"4556","0","0",NA,NA,NA,NA,NA,NA
"4557","0","0",NA,NA,NA,NA,NA,NA
"4558","0","0",NA,NA,NA,NA,NA,NA
"4559","0","0",NA,NA,NA,NA,NA,NA
"4560","0","0",NA,NA,NA,NA,NA,NA
"4561","0","0",NA,NA,NA,NA,NA,NA
"4562","0","0",NA,NA,NA,NA,NA,NA
"4563","0","0",NA,NA,NA,NA,NA,NA
"4564","0","0",NA,NA,NA,NA,NA,NA
"4565","0","0",NA,NA,NA,NA,NA,NA
"4566","0","0",NA,NA,NA,NA,NA,NA
"4567","0","0",NA,NA,NA,NA,NA,NA
"4568","0","0",NA,NA,NA,NA,NA,NA
"4569","0","0",NA,NA,NA,NA,NA,NA
"4570","0","0",NA,NA,NA,NA,NA,NA
"4571","0","0",NA,NA,NA,NA,NA,NA
"4572","0","0",NA,NA,NA,NA,NA,NA
"4573","0","0",NA,NA,NA,NA,NA,NA
"4574","0","0",NA,NA,NA,NA,NA,NA
"4575","0","0",NA,NA,NA,NA,NA,NA
"4576","0","0",NA,NA,NA,NA,NA,NA
"4577","0","0",NA,NA,NA,NA,NA,NA
"4578","0","0",NA,NA,NA,NA,NA,NA
"4579","0","0",NA,NA,NA,NA,NA,NA
"4580","0","0",NA,NA,NA,NA,NA,NA
"4581","0","0",NA,NA,NA,NA,NA,NA
"4582","0","0",NA,NA,NA,NA,NA,NA
"4583","0","0",NA,NA,NA,NA,NA,NA
"4584","0","0",NA,NA,NA,NA,NA,NA
"4585","0","0",NA,NA,NA,NA,NA,NA
"4586","0","0",NA,NA,NA,NA,NA,NA
"4587","0","0",NA,NA,NA,NA,NA,NA
"4588","0","0",NA,NA,NA,NA,NA,NA
"4589","0","0",NA,NA,NA,NA,NA,NA
"4590","0","0",NA,NA,NA,NA,NA,NA
"4591","0","0",NA,NA,NA,NA,NA,NA
"4592","0","0",NA,NA,NA,NA,NA,NA
"4593","0","0",NA,NA,NA,NA,NA,NA
"4594","0","0",NA,NA,NA,NA,NA,NA
"4595","0","0",NA,NA,NA,NA,NA,NA
"4596","0","0",NA,NA,NA,NA,NA,NA
"4597","0","0",NA,NA,NA,NA,NA,NA
"4598","0","0",NA,NA,NA,NA,NA,NA
"4599","0","0",NA,NA,NA,NA,NA,NA
"4600","0","0",NA,NA,NA,NA,NA,NA
"4601","0","0",NA,NA,NA,NA,NA,NA
"4602","0","0",NA,NA,NA,NA,NA,NA
"4603","0","0",NA,NA,NA,NA,NA,NA
"4604","0","0",NA,NA,NA,NA,NA,NA
"4605","0","0",NA,NA,NA,NA,NA,NA
"4606","0","0",NA,NA,NA,NA,NA,NA
"4607","0","0",NA,NA,NA,NA,NA,NA
"4608","0","0",NA,NA,NA,NA,NA,NA
"4609","0","0",NA,NA,NA,NA,NA,NA
"4610","0","0",NA,NA,NA,NA,NA,NA
"4611","0","0",NA,NA,NA,NA,NA,NA
"4612","0","0",NA,NA,NA,NA,NA,NA
"4613","0","0",NA,NA,NA,NA,NA,NA
"4614","0","0",NA,NA,NA,NA,NA,NA
"4615","0","0",NA,NA,NA,NA,NA,NA
"4616","0","0",NA,NA,NA,NA,NA,NA
"4617","0","0",NA,NA,NA,NA,NA,NA
"4618","0","0",NA,NA,NA,NA,NA,NA
"4619","0","0",NA,NA,NA,NA,NA,NA
"4620","0","0",NA,NA,NA,NA,NA,NA
"4621","0","0",NA,NA,NA,NA,NA,NA
"4622","0","0",NA,NA,NA,NA,NA,NA
"4623","0","0",NA,NA,NA,NA,NA,NA
