name,RowTree,FieldID,DNNumber,genus,subgenus,section,subsection,series,subseries,species,subspecies,variety,habit_tree,habit_mallee,habit_marlock,habit_shrub,height_max_m,regen_lignotuber,regen_epi_buds,regen_lat_roots,blade_lanceolate,blade_falcate,blade_elliptic,blade_linear,blade_ovate,blade_oblong,blade_orbicular,blade_cordate,blade_deltoid,blade_oblanceolate,blade_obovate,blade_obcordate,leaf_length_mm_min,leaf_length_mm_max,leaf_width_mm_min,leaf_width_mm_max,reticulation_sparse,reticulation_moderate,reticulation_dense,reticulation_very_dense,reticulation_obscure,reticulation_unknown,reticulation_absent,oil_glands_island,oil_glands_intersectional,oil_glands_obscure,oil_glands_absent,seed_length_mm_min,seed_length_mm_max,seed_shape_flat_ovoid,seed_shape_ovoid,seed_shape_oblique_pyramidal,seed_shape_pyramidal,seed_shape_cuboid,seed_shape_subspherical,flower_white,flower_yellow,flower_green_yellow,flower_red,flower_orange,flower_purple,botanical_desc
eucalyptus erythrocorys,R042/T20,CCA0581,265,Eucalyptus,Eudesmia,Limbatae,NA,Heteropterae,Tetraedrae,erythrocorys,NA,NA,TRUE,TRUE,FALSE,FALSE,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,200,12,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tree or mallee to 8 m tall. Forming a lignotuber. -BREAK- Bark smooth, grey or grey-brown to cream or white, rarely developing a short stocking of loose thin brown box-bark on the lower trunk.  -BREAK- Branchlets not glaucous; oil glands present in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems round in cross-section, not glaucous, hairy; juvenile leaves opposite, petiolate, lowest leaves deltoid, becoming broadly lanceolate to ovate to cordate, 5--13 cm long, (2)3--6 cm wide, base lobed to rounded to truncate, apex acute, green, hairy. Regrowth glabrous by 1 m tall. -BREAK- Adult leaves opposite to sub-opposite, petioles 1.5--3 cm long; blade lanceolate to falcate, 9--20 cm long, 1.2--3 cm wide, base tapering to petiole, concolorous, glossy green, side-veins at an acute or wider angle to midrib, tertiary venation moderate, intramarginal vein present, oil glands mostly island. -BREAK- Inflorescence axillary single, peduncles 1.2--2.6(3) cm long, buds 3 per umbel, pedicels 0.2--1 cm long. Mature buds obovoid, 2--2.5 cm long, 2--2.6 cm wide, hypanthium green, outer perianth whorl minutely sepaline, inner whorl operculate, operculum red, flattened with four lobes, stamens grouped in four clusters, inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules usually 3 or 4, the ovules arranged in 4 or 6 distinct vertical rows on the placentae. Flowers bright yellow to yellow-green. -BREAK- Fruit pedicellate, rarely sessile (pedicels 0--1 cm long), broadly campanulate, four-lobed at the apex, 2.8--4 cm long, 3--5.5 cm wide, disc ascending, valves 3 or 4, enclosed. -BREAK- Seeds dull brown to black, obliquely pyramidal, sides ribbed, 2--4 mm long, surface smooth not deeply pitted, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons reniform; stems round in cross-section, not glaucous, hairy, leaves petiolate, opposite, ovate to broadly lanceolate to cordate, 4.5--8 cm long, 2--4.2 cm wide, glossy green, margins irregularly toothed due to hairs, apex acute, base lobed to rounded to truncate, lamina hairy. "
eucalyptus tetraptera,R042/T28,CCA0585,180,Eucalyptus,Symphyomyrtus,Dumaria,NA,Tetrapterae,NA,tetraptera,NA,NA,FALSE,TRUE,FALSE,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,45,28,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3.5,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Mallee or shrub to 4 m tall, occasionally prostrate on exposed sites. Forming a lignotuber. -BREAK- Bark smooth throughout, rarely with semi-persistent broad ribbons for ca 0.3 m of trunk, mottled dark and pale grey to silvery grey. -BREAK- Branchlets square in cross-section; lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section juvenile leaves always petiolate, alternate, ovate to elliptical, 5--12 cm long, 2.5--7 cm wide, dull, green, becoming glossy.  -BREAK- Adult leaves coarse, thick, alternate, petioles 2--4.5(6.3) cm long; blade lanceolate to oblong, 9--20(28.5) cm long, 2.8--7.5(11.6) cm wide, base tapering to petiole or rounded, margin entire, apex pointed, concolorous, glossy, green, side-veins greater than 45° to midrib, reticulation dense, intramarginal vein remote from margin, oil glands intersectional, few or absent.  -BREAK- Inflorescence axillary unbranched, peduncles rigidly down-turned, with broadly curved wings, often wider than long, 0.5--6 cm long; bud solitary, sessile. Mature buds cuboid with 4 broad wings at the angles (3.4--6.5 cm long, 2--4 cm wide), hypanthium red, scar present (outer operculum shed early), operculum pyramidal (1.5--3 cm long), stamens inflexed, filaments glandular, anthers cuboid, versatile, sub-basifixed, dehiscing by longitudinal slits, style long and straight, stigma tapered, locules 4, the placentae each with 10 or 12 vertical rows of ovules or the rows indistinct. Flowers red to pink.  -BREAK- Fruit on rigidly down-turned peduncles, sessile, rarely shortly pedicellate to 0.5 cm long, cuboid and prominently winged, 3.5--5.5 cm long, 2.5--5.5 cm wide (including wings), disc descending vertically, valves 4, enclosed.  -BREAK- Seeds black, 3.5--6 mm long, shortly pyramidal to obliquely pyramidal, with prominent ridges continuous with conspicuous marginal flange, dorsal surface shallowly reticulate, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded to square in cross-section; leaves always petiolate, opposite for 2 to 4 nodes then alternate, ovate to broadly lanceolate, 5--9.5 cm long, 2.5--4.5 cm wide, dull. Green. "
eucalyptus utilis,R042/T32,CCA0588,215,Eucalyptus,Symphyomyrtus,Bisectae,Glandulosae,Erectae,Abundae,utilis,NA,NA,FALSE,TRUE,FALSE,FALSE,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,80,10,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mallet to 7 m tall though often bushy. Lignotuber absent. -BREAK- Bark smooth throughout, grey to grey-green over coppery to orange. -BREAK- Branchlets have oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, may feel rough on lower parts; juvenile leaves always petiolate, alternate, ovate, 2--8 cm long, 1.5--3.5 cm wide, green to grey-green, lowest leaves may feel rough. -BREAK- Adult leaves alternate, thick, held erect, petioles 0.8--2 cm long; blade ovate to lanceolate, rarely almost elliptical, 4.5--8 cm long, 1--3(4) cm wide, base tapering to petiole, margin entire or indented, apex pointed, concolorous, green, glossy, surface appearing ""glazed"", side-veins acute or obscure, reticulation not visible, intramarginal vein remote from margin, oil glands numerous, round or slightly irregular. -BREAK- Inflorescence axillary unbranched, peduncles broadly flattened, erect to slightly spreading in bud and flower stage, 1.3--3.3 cm long; buds 7 per umbel, shortly pedicellate or sessile (pedicels 0--0.5 cm long). Mature buds elongated ovoid, 1.2--2.8 cm long, 0.4--0.7 cm wide, with the hypanthium wider than the operculum at the join, scar present (outer operculum lost early), inner operculum horn-shaped, sometimes slightly warty, ca 1.2--2.3 times the length of the ribbed hypanthium, stamens erect, in about 3 whorls on the broad staminophore, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt to slightly dilated, locules 3 or 4, the placentae each with 4 vertical rows of ovules. Flowers creamy white. -BREAK- Fruit on down-turned to spreading peduncles, sessile or shortly pedicellate (pedicels 0--0.6 cm long, obconical or less commonly almost barrel-shaped, 0.8--1.3 cm long, 0.7--1 cm wide, staminophore conspicuous, disc descending, valves 3 or 4, held at rim level or with fragile tips scarcely exserted. -BREAK- Seeds blackish brown, 0.7--2 mm long, ovoid to flattened-ovoid, dorsal surface shallowly and clearly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section, scabrid or warty throughout; leaves always petiolate, opposite for 2 to 6 nodes then alternate, deltoid to ovate, 2--5 cm long, 1.5--3.5 cm wide, green to grey-green, scabrid on both surfaces until at least node 15. "
eucalyptus froggattii,R042/T35,CCA0591,453,Eucalyptus,Symphyomyrtus,Adnataria,NA,Buxeales,Continentes,froggattii,NA,NA,TRUE,TRUE,FALSE,FALSE,10,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,130,12,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.8,1.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE," Tree or mallee to 10 m tall. Forming a lignotuber. -BREAK- Bark rough and crumbly over most of trunk, box-type, blackish; smooth bark greenish grey, or green to brown, or yellow-grey, shedding in thin narrow ribbons. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, smooth or slightly warty; juvenile leaves always petiolate, opposite to about node 5 then alternate, petiolate, lanceolate to falcate, 7.8--17.2 cm long, 1.7--2.8 cm wide, dull, blue-green and moderately reticulate up to about node 10, then narrower, glossy green with sparse reticulation. -BREAK- Adult leaves alternate, petiole 0.5--1.5 cm long; blade lanceolate to falcate, 6.5--13 cm long, 1.2--2.5 cm wide, base tapering to petiole, concolorous, glossy, light green, parallel-veined or side-veins obscure, reticulation absent, intramarginal vein parallel to and remote from margin (sometimes doubled), oil glands very numerous, island. -BREAK- Inflorescence terminal compound, sometimes with single umbels in upper axils also, peduncles 0.4--1.5 cm long, buds 7, 9 or 11 per umbel, pedicels 0.2--1 cm long. Mature buds square in cross-section, clavate to ovoid to diamond-shaped, 0.7--1 cm long, 0.5--0.7 cm wide, green or red-brown to yellow, with 4 longitudinal ribs, scar absent, operculum pyramidal to conical, stamens irregularly flexed, anthers adnate, globoid to cuboid, dehiscing by small lateral or terminal pores, style long, stigma blunt, locules 4 or 5, the placentae each with 4 vertical ovule rows. Flowers white. -BREAK- Fruit pedicellate (pedicels 0.2--0.8 cm long), cup-shaped or cylindrical in outline, square in cross-section, 0.6--0.9 cm long, 0.5--0.8 cm wide, 4-ribbed longitudinally, disc descending, valves 4 or 5, enclosed. -BREAK- Seeds brown or reddish brown, 0.8--1.5 mm long, flattened-ovoid, dorsal surface usually shallowly reticulate, hilum ventral.  Cultivated seedlings (measured at ca node 10): cotyledons oblong to reniform; stems rounded or square in cross-section, smooth or warty; leaves always petiolate, opposite to node 5 or 6 then alternate, lanceolate, 3--13 cm long, 1--3.3 cm wide, base tapering, apex pointed or blunt, lower leaves dull, bluish green, upper leaves glossy, green. "
eucalyptus torquata,R043/T01,CCA0593,135,Eucalyptus,Symphyomyrtus,Dumaria,NA,Torquatae,NA,torquata,NA,NA,TRUE,FALSE,FALSE,FALSE,12,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,115,13,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.8,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Tree to 12 m tall. Lignotuber character unknown. -BREAK- Bark rough, hard, dark grey to blackish, shortly fissured to almost tessellated, over most or all of trunk, branches smooth, various shades of dark grey to black. -BREAK- Branchlets with conspicuous dark oil glands in pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm tall): stems rounded in cross-section; juvenile leaves always petiolate, alternate, lanceolate, 4.5--12 cm long, 1.2--2.5 cm wide, dull, grey-green.  -BREAK- Adult leaves alternate, petioles 1.5--2.7 cm long; blade lanceolate to falcate, 8--11.5 cm long, 1.3--2 cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, dull, grey-green to blue-green, side-veins at an acute or wider angle to midrib, reticulation dense to very dense, intramarginal vein fairly close to margin, oil glands numerous, intersectional.  -BREAK- Inflorescence axillary unbranched, pendulous, peduncles 1.3--4 cm long, buds 7, with long slender pedicels, 0.8--2.5 cm long. Mature buds cylindrical but with dilated and ribbed bases to both hypanthium and operculum (1.8--3 cm long, 0.7--1.2 cm wide), scar present, operculum with curved beak (0.8--2 cm long), stamens inflexed, anthers oblong to wedge-shaped, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt to tapered, locules 4 or 5, the placentae each with 4 vertical rows of ovules. Flowers pink and creamy white. -BREAK- Fruit pendulous, long-pedicellate, pedicels 1--2 cm long, cylindrical with ribbed base, 1--1.6 cm long, 0.9--1.2 cm wide, disc descending vertically, valves 4 or 5, enclosed.  -BREAK- Seeds brown to blackish, 1.8--3 mm long, ovoid or flattened-ovoid, dorsal surface honeycombed with moderately deep to shallow pits, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded in cross-section; leaves always petiolate, opposite for 3 or 4 nodes then alternate, lanceolate, 4.5--9.5 cm long, 1.2--2.5 cm wide, dull, green. "
eucalyptus talyuberlup,R043/T06,CCA0597,228,Eucalyptus,Symphyomyrtus,Bisectae,Hadrotes,Lehmannianae,Liberae,talyuberlup,NA,NA,TRUE,TRUE,FALSE,FALSE,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,105,6,20,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1.5,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tree to 10 m tall or mallee to 5 m tall. Forming a lignotuber. -BREAK- Bark smooth throughout, pale grey to pale pinkish, yellow-green or pale brown, shedding in ribbons. -BREAK- Branchlets lacking oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves always petiolate, alternate, ovate to elliptic, 5--8 cm long, 3.5--6 cm wide, green. -BREAK- Adult leaves alternate, petioles 0.5--1.5 cm long; blade narrowly lanceolate, 4.5--10.5 cm long, 0.6--2 cm wide, base tapering to petiole, margin entire, apex rounded and apiculate or pointed, concolorous, green, glossy, side-veins at an acute or wider angle to midrib, reticulation moderate to dense, intramarginal vein close to margin, oil glands few, island and intersectional. -BREAK- Inflorescence axillary unbranched on spreading to down-turned broadly flattened peduncles 1.7--3.2 cm long, buds 7 to 13, sessile. Mature buds elongated (1.9--6.3 cm long, 0.3--1.3 cm wide), smooth, scar present or obscure at bud maturity (outer operculum shedding early), operculum horn-shaped, ca 3--5 times the length of the hypanthium, stamens erect, anthers narrowly oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma tapered or oblique, locules usually 3, the placentae each with (6)8 vertical rows of ovules. Flowers yellowish green. -BREAK- Fruit peduncle spreading to down-turned, campanulate to cupular, 1.1--2.2 cm long, 1.3--1.8 cm wide, dehiscing by elliptical holes formed when the 3 valves split along the sutures but remain joined at the apex, disc striate, covering the valves. -BREAK- Seeds black, 1.5--3 mm long, ovoid to angularly so, dorsal surface scarcely reticulate, margin with or without a narrow partial flange, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected), robust; stems rounded in cross-section, scabrid to at least node 12; leaves always petiolate, opposite for 3 or 4 nodes then alternate, ovate to sub-orbicular, 4--6 cm long, 2.5--4.5 cm wide, bases truncate to round or tapering, margin entire or irregular, discolorous, green, only slightly scabrid. Scabridity is due to bristle-glands. "
eucalyptus dolichorhyncha,R043/T09,CCA0598,152,Eucalyptus,Symphyomyrtus,Dumaria,NA,Tetrapterae,NA,dolichorhyncha,NA,NA,FALSE,TRUE,FALSE,FALSE,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,90,10,27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mallet to 6 m tall. Non-lignotuberous. -BREAK- Bark smooth throughout, pale grey over pale orange to pale brown, shedding in broad ribbons. -BREAK- Branchlets lacking oil glands in the pith.  -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded to square in cross-section; juvenile leaves always petiolate, alternate, ovate to lanceolate, 3--10 cm long, 2--6 cm wide, greyish green and dull but becoming green higher up stem. Adult leaves alternate, petioles 0.8--1.6 cm long; blade lanceolate to oblong, 4.5--9 cm long, 1--2.7 cm wide, base tapering to petiole, margin entire, apex pointed to rounded, concolorous, dull and slightly bluish green at first maturing glossy green, penniveined or with side veins acute, reticulation dense and erose, or obscure, intramarginal vein fairly close to margin, oil glands mostly intersectional.  -BREAK- Inflorescence axillary unbranched, peduncles widening distally, pendulous, 2--4.2 cm long, bud solitary, pedicel 0.8--1.5 cm long. Mature buds oblong in outline and square in cross-section with wings at the corners, smooth in between (3.2--5.5 cm long, 1--1.8 cm wide), red in colour, scar present, outer operculum ""shed"" at bud-size approximately a fifth mature size and often remains stuck to apex of inner operculum as a black ""scab"", inner operculum prominently beaked (operculum 1--3.2 cm long), stamens inflexed, anthers oblong to globoid, versatile, sub-basifixed, dehiscing by longitudinal slits, style long and straight, stigma tapered to rounded, locules 3 or 4, the placentae each with 6 or 8 vertical rows of ovules. Flowers yellow. -BREAK- Fruit pedicellate (pedicels 0.8--1.5 cm long), oblong, square in cross-section and winged, 2.9--4 cm long, 1.3--3 cm wide, disc descending vertically, valves 3 or 4, enclosed.  -BREAK- Seeds black to blackish brown, 2--5 mm long, more or less pyramidal to flattened and four-angled with a conspicuous marginal flange, dorsal surface scarcely reticulate, hilum terminal. -BREAK-  -BREAK- Cultivated seedlings (measured at ca node 10): cotyledons reniform; stems rounded to square in cross-section; leaves always petiolate, opposite for 4 or 5 nodes then alternate, ovate, 2.8--7 cm long, 2--4.5 cm wide, dull, green. "
eucalyptus platypus subsp. platypus,R043/T14,CCA0602,208,Eucalyptus,Symphyomyrtus,Bisectae,Glandulosae,Erectae,Abundae,platypus,platypus,NA,FALSE,TRUE,TRUE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,50,20,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.7,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Mallet or marlock to 8 m tall. Lignotuber absent. -BREAK- Bark smooth throughout, grey-green over coppery brown. -BREAK- Branchlets have oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves always petiolate, alternate, ovate to orbicular, 4--6.5 cm long, 4--6.5 cm wide, margin indented, apex rounded to emarginate. -BREAK- Adult leaves alternate, thick, held erect, petioles 0.3--2 cm long; blade orbicular to very broadly elliptical, (2)3--5(6) cm long, 2--4(6.3) cm wide, base tapering to petiole, margin entire, crenulate or distantly indented, apex emarginate to rounded, concolorous, green, glossy, surface appearing ""glazed"", side-veins at an acute or wider angle to midrib or obscure, reticulation not visible, intramarginal vein remote from margin, oil glands numerous, slightly irregular, island. -BREAK- Inflorescence axillary unbranched, spreading to pendulous, peduncles broadly flattened, 1.3--4(5) cm long at mature bud/flowering stage; buds 7(9) per umbel, sessile or shortly pedicellate (pedicels 0--0.4 cm long). Mature buds elongated (2.5--3.2 cm long, 0.7--0.9 cm wide) with hypanthium wider than the operculum at the join, scar present (outer operculum lost very early), inner operculum horn-shaped, ca 1.5--3 times the length of the 4-ribbed hypanthium, stamens erect, arranged in ca 3 whorls on a conspicuously broad staminophore, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt to slightly dilated, locules 4(5), the placentae each with (?4 or) 6 vertical rows of ovules. Flowers usually creamy white to lemon-green, rarely pink-red. -BREAK- Fruit down-turned, usually sessile, rarely pedicellate to 0.2 cm long, obconical with 4 longitudinal ridges, 1--1.7 cm long, (0.8)1--1.2 cm wide, staminophore broad, disc descending, valves 4(5), held at about rim level. -BREAK- Seeds blackish brown, 0.7--2 mm long, ovoid to flattened-ovoid, dorsal surface shallowly and clearly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section, scabrid; leaves always petiolate, opposite for 4--5 nodes then alternate, ovate or orbicular, 3.5--5 cm long, 2.5--3.5 cm long, dull and scabrid until node ca 9--10 then becoming green and glossy. "
eucalyptus astringens subsp. redacta,R043/T20,CCA0605,194,Eucalyptus,Symphyomyrtus,Bisectae,Glandulosae,Erectae,Pedicellatae,astringens,redacta,NA,FALSE,TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,105,10,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.8,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mallet to 5 m tall. Lignotuber absent.  -BREAK- Bark smooth throughout, grey over yellow then shiny bronze to salmon-coloured. -BREAK- Branchlets with oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen. -BREAK- Adult leaves alternate, petioles 0.8--2.5 cm long; blade lanceolate, rarely falcate, 5--10.5 cm long, 1--2.5(3) cm wide, base tapering to petiole, margin entire, apex pointed, concolorous, green, at least slightly glossy, side-veins at an acute or wider angle to midrib, reticulation moderate to dense and broken, intramarginal vein present, oil glands numerous, island and intersectional. -BREAK- Inflorescence axillary unbranched, spreading to erect, rarely pendulous, peduncles flattened or only slightly so, 0.8--2.5(3) cm long, buds 7 per umbel, pedicellate (pedicels 0.2--0.9 cm long). Mature buds elongated-ovoid (1.0--1.5(2) cm long, 0.3--0.6 cm wide), flared at the join of operculum and hypanthium, scar present (outer operculum lost early), inner operculum bluntly horn-shaped, ca 1.5--2 times the length of the hypanthium, stamens erect, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 3 or 4, the placentae each with 4 vertical rows of ovules. Flowers creamy white to pale lemon, rarely pink to red. -BREAK- Fruit erect, spreading or rarely downturned, pedicellate (pedicels 0.1--0.4 cm long), cupular to obconical or campanulate, 0.7--0.8 cm long, 0.6--0.8 cm wide, disc level at first then descending, valves 3 or 4, held at rim level or exserted. -BREAK- Seeds blackish brown, 0.8--2 mm long, ovoid to flattened-ovoid, dorsal surface shallowly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section; leaves always petiolate, opposite for 4 to 6 nodes then alternate, ovate, 5--7.5 cm long, 4--6 cm wide, dull, grey-green. "
eucalyptus cernua,R043/T22,CCA0606,182,Eucalyptus,Symphyomyrtus,Bisectae,Glandulosae,Clinatae,NA,cernua,NA,NA,TRUE,TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,83,14,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mallet (tree) to 5 m tall. Lignotuber absent. -BREAK- Bark smooth throughout, dark grey to black over greenish yellow, shedding in strips. -BREAK- Branchlets with oil glands in the pith. -BREAK- Juvenile growth (coppice or field seedlings to 50 cm): not seen. -BREAK- Adult leaves alternate, petioles 1.3--2.5 cm long; blade usually lanceolate, (4.2)5.5--8.3(9.5) cm long, (1.2)1.4--2.5(3.3) cm wide, base tapering to petiole, margin entire or rarely subcrenulate, apex pointed, concolorous, glossy, green, surface appearing ""glazed"", side-veins acute or obscure, reticulation obscure, intramarginal vein remote from margin, oil glands numerous. -BREAK- Inflorescence axillary unbranched, peduncles broadly flattened, usually down-turned, 1.2--2.8 cm long, buds 7 per umbel, sessile to very shortly pedicellate (pedicels 0--0.4 cm long). Mature buds more or less ovoid (1--1.6 cm long, 0.6--1 cm wide), egg-in-eggcup, i.e. the operculum narrower than the hypanthium at the join, scar present (outer operculum shed very early), inner operculum rounded-conical, smooth, hypanthium with 2 prominent longitudinal ridges and often 1 or 2 less prominent ridges, stamens all inflexed but to varying degrees, anthers narrowly oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, stigma blunt, locules 5 or 6, the placentae each with 4 vertical rows of ovules. Flowers red, pink, yellow-green or greenish-cream. -BREAK- Fruit sessile or subsessile (pedicel 0--0.5 cm long), obconical to campanulate, with 2--4 narrow longitudinal ridges, 0.9--1.4(1.7) cm long, 0.8--1.3(1.5) cm wide, rim broad, disc descending, valves 5 or 6, rim level or scarcely enclosed (visible). -BREAK- Seeds grey-brown to brown, 1--2.5 mm long, flattened-ovoid, dorsal surface clearly but shallowly reticulate, hilum ventral. -BREAK-  -BREAK- Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); not grown yet beyond this stage. "
